"VEHICLE_HAL_ID";"VEHICLE_MODEL_TYPE";"VEHICLE_MANUFACTURER_NAME";"VEHICLE_MODEL_NAME";"VEHICLE_TYPE_NAME";"VIN";"REGISTRATION_PLATE";"SERIAL_NUMBER";"KW";"FUEL_TYPE_NAME";"OWNERSHIP_TYPE";"CAPACITY_AMOUNT";"ACCESS_CONTROL_COMPONENT_TYPE";"COMPANY";"COMPANY_GROUP"
"143031";"Auto";"Ford";"Transit";"2,2 Diesel 63kW !! kein Radio !!";"WF0XXXBDFX8R74238";"F-R 8018";"";"63";"Diesel";"Langzeitmiete";"60 l";"";"Flinkster (Endkd.)";"DB Fuhrpark"
"146501";"Auto";"MCC";"E-Smart";"E-Smart 30 kW";"WME4513911K386156";"B-SB 4460";"";"30";"Strom";"Langzeitmiete";"";"";"Flinkster (Endkd.)";"DB Fuhrpark"
"147314";"Auto";"Ford";"Focus";"1,6 Diesel 80kW NAVI";"WF0SXXGCDSAA82712";"F-R 8794";"";"80";"Diesel";"Langzeitmiete";"52 l";"";"Flinkster (Endkd.)";"DB Fuhrpark"
"147382";"Auto";"Opel";"Astra";"1,7 Diesel 81kW NAVI";"W0L0AHL35B2057645";"F-R 8829";"";"81";"Diesel";"Langzeitmiete";"52 l";"";"Flinkster (Endkd.)";"DB Fuhrpark"
"147392";"Auto";"MCC";"E-Smart";"E-Smart 30 kW";"WME4513911K448772";"HH-EM 3019";"";"30";"Strom";"Langzeitmiete";"";"";"Flinkster (Endkd.)";"DB Fuhrpark"
"147388";"Auto";"MCC";"E-Smart";"E-Smart 30 kW";"WME4513911K451623";"HH-EM 3017";"";"30";"Strom";"Langzeitmiete";"";"";"Flinkster (Endkd.)";"DB Fuhrpark"
"147983";"Auto";"Ford";"Fiesta";"1,6 Diesel 70kW NAVI ";"WF0JXXGAJJBD83978";"F-R 8719";"";"70";"Diesel";"Langzeitmiete";"45 l";"";"Flinkster (Endkd.)";"DB Fuhrpark"
"147310";"Auto";"Ford";"Focus";"1,6 Diesel 80kW NAVI";"WF0SXXGCDSAA82693";"F-R 8758";"";"80";"Diesel";"Langzeitmiete";"52 l";"";"Flinkster (Endkd.)";"DB Fuhrpark"
"146503";"Auto";"MCC";"E-Smart";"E-Smart 30 kW";"WME4513911K385672";"B-SB 4463";"";"30";"Strom";"Langzeitmiete";"";"";"Flinkster (Endkd.)";"DB Fuhrpark"
"147393";"Auto";"MCC";"E-Smart";"E-Smart 30 kW";"WME4513911K448700";"HH-EM 3020";"";"30";"Strom";"Langzeitmiete";"";"";"Flinkster (Endkd.)";"DB Fuhrpark"
"147986";"Auto";"Ford";"Fiesta";"1,6 Diesel 70kW NAVI";"WF0JXXGAJJBD83981";"F-R 8667";"";"70";"Diesel";"Langzeitmiete";"45 l";"";"Flinkster (Endkd.)";"DB Fuhrpark"
"147442";"Auto";"Opel";"Astra";"1.7 Diesel 81kW NAVI";"W0L0AHL35B2058916";"F-R 8976";"";"81";"Diesel";"Langzeitmiete";"52 l";"";"Flinkster (Endkd.)";"DB Fuhrpark"
"147390";"Auto";"MCC";"E-Smart";"E-Smart 30 KW";"WME4513911K451348";"HH-EM 3016";"";"30";"Strom";"Langzeitmiete";"";"";"Flinkster (Endkd.)";"DB Fuhrpark"
"146502";"Auto";"MCC";"E-Smart";"E-Smart 30 kW ";"WME4513911K385903";"B-SB 4464";"";"30";"Strom";"Langzeitmiete";"";"";"Flinkster (Endkd.)";"DB Fuhrpark"
"147120";"Auto";"Citroën";"C-Zero";"ELEKTRO 35kW Automatik 4-Sitzer";"VF71NZKZZBU900201";"F-R 8006";"";"35";"Strom";"Langzeitmiete";"";"";"Flinkster (Endkd.)";"DB Fuhrpark"
"147987";"Auto";"Ford";"Fiesta";"1,6 Diesel 70kW NAVI";"WF0JXXGAJJBD83982";"F-R 8987";"";"70";"Diesel";"Langzeitmiete";"42 l";"";"Flinkster (Endkd.)";"DB Fuhrpark"
"147945";"Auto";"Ford";"Mondeo";"2,0 Diesel 85KW NAVI";"WF0GXXGBBGBC48366";"F-R 8990";"";"85";"Diesel";"Langzeitmiete";"55 l";"";"Flinkster (Endkd.)";"DB Fuhrpark"
"147447";"Auto";"Opel";"Astra";"1,7 Diesel 81kW NAVI";"W0L0AHL35B2059009";"F-R 8840";"";"81";"Diesel";"Langzeitmiete";"55 l";"";"Flinkster (Endkd.)";"DB Fuhrpark"
"147954";"Auto";"Ford";"Fiesta";"1,6 Diesel 70kW";"WF0JXXGAJJBD83966";"F-R 8081";"";"70";"Diesel";"Langzeitmiete";"42 l";"";"Flinkster (Endkd.)";"DB Fuhrpark"
"148005";"Auto";"Mercedes";"Vito";"116 Diesel 120kW NAVI 9-Sitzer ! Ausbau der Sitze nicht erwünscht !";"WDF63970313649798";"F-R 8003";"";"120";"Diesel";"Langzeitmiete";"75 l";"";"Flinkster (Endkd.)";"DB Fuhrpark"
"147993";"Auto";"Ford";"Mondeo";"2,0 Diesel 85kW NAVI";"WF0GXXGBBGBC48384";"F-R 8604";"";"85";"Diesel";"Langzeitmiete";"55 l";"";"Flinkster (Endkd.)";"DB Fuhrpark"
"146243";"Auto";"Peugeot";"iOn";"ELEKTRO 35kW NAVI Automatik 4-Sitzer";"VF31NZKZZBU802938";"F-DB 602";"116160";"35";"Strom";"Langzeitmiete";"";"Invers BCSA 2006 GPRS";"Flinkster (Endkd.)";"DB Fuhrpark"
"147051";"Auto";"VW";"Caddy";"1.6 Diesel 75kW";"WV1ZZZ2KZBX243178";"F-R 5046";"";"75";"Diesel";"Langzeitmiete";"60 l";"";"Flinkster (Endkd.)";"DB Fuhrpark"
"146498";"Auto";"MCC";"E-Smart";"E-Smart 30 kW";"WME4513911K384024";"B-SB 4462";"";"30";"Strom";"Langzeitmiete";"";"";"Flinkster (Endkd.)";"DB Fuhrpark"
"146272";"Auto";"Opel";"Astra";"1,7 Diesel 81kW NAVI";"W0L0AHL35A2117909";"F-R 8541";"";"81";"Diesel";"Langzeitmiete";"52 l";"";"Flinkster (Endkd.)";"DB Fuhrpark"
"146233";"Auto";"Opel";"Astra";"1,7 Diesel 81kW NAVI";"W0L0AHL35A2118267";"F-R 8478";"";"81";"Diesel";"Langzeitmiete";"52 l";"";"Flinkster (Endkd.)";"DB Fuhrpark"
"147331";"Auto";"Ford";"Focus";"1,6 Diesel 80kW NAVi";"WF0SXXGCDSAA82707";"F-R 8778";"";"80";"Diesel";"Langzeitmiete";"52 l";"";"Flinkster (Endkd.)";"DB Fuhrpark"
"147994";"Auto";"Ford";"Mondeo";"2,0 Diesel 85kW NAVI";"WF0GXXGBBGBC48385";"F-R 8993";"";"85";"Diesel";"Langzeitmiete";"55 l";"";"Flinkster (Endkd.)";"DB Fuhrpark"
"146236";"Auto";"MCC";"E-Smart";"E-Smart 30 kW";"WME4513911K381722";"B-SB 4461";"";"30";"Strom";"Langzeitmiete";"";"";"Flinkster (Endkd.)";"DB Fuhrpark"
"147426";"Auto";"Opel";"Astra";"1,7 Diesel 81kW NAVI";"W0L0AHL35B2058731";"F-R 8833";"";"81";"Diesel";"Langzeitmiete";"52 l";"";"Flinkster (Endkd.)";"DB Fuhrpark"
"147063";"Auto";"VW";"Caddy";"1.6 Diesel 75kW";"WV1ZZZ2KZBX243354";"F-R 5063";"";"75";"Diesel";"Langzeitmiete";"60 l";"";"Flinkster (Endkd.)";"DB Fuhrpark"
"148072";"Auto";"Ford";"Mondeo";"2,0 Diesel 85kW NAVI";"WF0GXXGBBGBC48374";"F-R 8557";"";"85";"Diesel";"Langzeitmiete";"55 l";"";"Flinkster (Endkd.)";"DB Fuhrpark"
"147959";"Auto";"Ford";"Mondeo";"2,0 Diesel 85kW NAVI";"WF0GXXGBBGBC48382";"F-R 8073";"";"85";"Diesel";"Langzeitmiete";"55 l";"";"Flinkster (Endkd.)";"DB Fuhrpark"
"148080";"Auto";"Ford";"Fiesta";"1,6 Diesel 70kW NAVI";"WF0JXXGAJJBD85728";"F-R 8139";"";"70";"Diesel";"Langzeitmiete";"45 l";"";"Flinkster (Endkd.)";"DB Fuhrpark"
"146529";"Auto";"Peugeot";"107";"1,0 Super 50kW NAVI";"VF3PNCFAC88465489";"F-R 2567";"";"50";"Super (Benzin)";"Langzeitmiete";"35 l";"";"Flinkster (Endkd.)";"DB Fuhrpark"
"147966";"Auto";"Ford";"Fiesta";"1,6 Diesel 70kW NAVI";"WF0JXXGAJJBD83971";"F-R 8091";"";"70";"Diesel";"Langzeitmiete";"42 l";"";"Flinkster (Endkd.)";"DB Fuhrpark"
"148233";"Auto";"Fiat";"500";"1,2 Benzin 51kW";"ZFA31200000618919";"F-R 8282";"";"51";"Super (Benzin)";"Langzeitmiete";"35 l";"";"Flinkster (Endkd.)";"DB Fuhrpark"
"148251";"Auto";"Fiat";"500";"1,2 Benzin 51kW";"ZFA31200000686493";"F-R 8518";"";"51";"Super (Benzin)";"Langzeitmiete";"35 l";"";"Flinkster (Endkd.)";"DB Fuhrpark"
"148252";"Auto";"Fiat";"500";"1,2 Benzin 51kW";"ZFA31200000580551";"F-R 8537";"";"74";"Super (Benzin)";"Langzeitmiete";"35 l";"";"Flinkster (Endkd.)";"DB Fuhrpark"
"148228";"Auto";"Fiat";"500";"1,2 Benzin 51kW";"ZFA31200000618643";"F-R 8250";"";"51";"Super (Benzin)";"Langzeitmiete";"35 l";"";"Flinkster (Endkd.)";"DB Fuhrpark"
"147391";"Auto";"MCC";"E-Smart";"E-Smart 30 kW";"WME4513911K453734";"HH-EM 3018";"";"30";"Strom";"Langzeitmiete";"";"";"Flinkster (Endkd.)";"DB Fuhrpark"
"147944";"Auto";"Ford";"Mondeo";"2,0 Diesel 85KW NAVI";"WF0GXXGBBGBC48365";"F-R 8124";"";"85";"Diesel";"Langzeitmiete";"55 l";"";"Flinkster (Endkd.)";"DB Fuhrpark"
"147917";"Auto";"Ford";"Mondeo";"2,0 Diesel 85kW NAVI ";"WF0GXXGBBGBC48359";"F-R 8121";"";"85";"Diesel";"Langzeitmiete";"55 l";"";"Flinkster (Endkd.)";"DB Fuhrpark"
"147964";"Auto";"Ford";"Fiesta";"1,6 Diesel 70kW NAVI";"WF0JXXGAJJBD83969";"F-R 8084";"";"70";"Diesel";"Langzeitmiete";"45 l";"";"Flinkster (Endkd.)";"DB Fuhrpark"
"148273";"Auto";"Ford";"Fiesta";"1,6 Diesel 70kW NAVI";"WF0JXXGAJJBE29616";"F-R 8798";"";"70";"Diesel";"Langzeitmiete";"45 l";"";"Flinkster (Endkd.)";"DB Fuhrpark"
"147967";"Auto";"Ford";"Fiesta";"1,6 Diesel 70kW NAVi";"WF0JXXGAJJBD83972";"F-R 8107";"";"70";"Diesel";"Langzeitmiete";"42 l";"";"Flinkster (Endkd.)";"DB Fuhrpark"
"147918";"Auto";"Ford";"Mondeo";"2,0 Diesel 85kW NAVI ";"WF0GXXGBBGBC48360";"F-R 8122";"";"85";"Diesel";"Langzeitmiete";"55 l";"";"Flinkster (Endkd.)";"DB Fuhrpark"
"148079";"Auto";"Ford";"Fiesta";"1,6 Diesel 70kW NAVI";"WF0JXXGAJJBD85727";"F-R 8138";"";"70";"Diesel";"Langzeitmiete";"45 l";"";"Flinkster (Endkd.)";"DB Fuhrpark"
"148653";"Auto";"Ford";"Ka";"1,2 Super 51kW";"WF0UXXLTRUBS04277";"F-R 9068";"";"51";"Super E10";"Langzeitmiete";"35 l";"";"Flinkster (Endkd.)";"DB Fuhrpark"
"146273";"Auto";"Opel";"Astra";"1,7 Diesel 81kW NAVI";"W0L0AHL35A2120406";"F-R 8532";"";"81";"Diesel";"Langzeitmiete";"52 l";"";"Flinkster (Endkd.)";"DB Fuhrpark"
"148307";"Auto";"Citroën";"C-Zero";"ELEKTRO 35kW NAVI Automatik 4-Sitzer";"VF71NZKZZBU901199";"F-DB 9018";"77714";"35";"Strom";"Langzeitmiete";"";"Invers BCSA 2006 GPRS";"Flinkster (Endkd.)";"DB Fuhrpark"
"148076";"Auto";"Ford";"Fiesta";"1,6 Diesel 70kW NAVI";"WF0JXXGAJJBD85720";"F-R 8133";"";"70";"Diesel";"Langzeitmiete";"45 l";"";"Flinkster (Endkd.)";"DB Fuhrpark"
"147965";"Auto";"Ford";"Fiesta";"1,6 Diesel 70kW NAVI";"WF0JXXGAJJBD83970";"F-R 8085";"";"70";"Diesel";"Langzeitmiete";"42 l";"";"Flinkster (Endkd.)";"DB Fuhrpark"
"148231";"Auto";"Fiat";"500";"1,2 Benzin 51kW";"ZFA31200000618783";"F-R 8257";"";"51";"Super (Benzin)";"Langzeitmiete";"35 l";"";"Flinkster (Endkd.)";"DB Fuhrpark"
"148282";"Auto";"Ford";"Fiesta";"1,6 Diesel 70kW NAvI";"WF0JXXGAJJBE29620";"F-R 8860";"";"70";"Diesel";"Langzeitmiete";"45 l";"";"Flinkster (Endkd.)";"DB Fuhrpark"
"148219";"Auto";"Fiat";"500";"1,2 Benzin 51kW";"ZFA31200000618782";"F-R 8209";"";"51";"Super (Benzin)";"Langzeitmiete";"35 l";"";"Flinkster (Endkd.)";"DB Fuhrpark"
"147328";"Auto";"Ford";"Focus";"1,6 Diesel 80kW NAVI";"WF0SXXGCDSAA82704";"F-R 8777";"";"80";"Diesel";"Langzeitmiete";"52 l";"";"Flinkster (Endkd.)";"DB Fuhrpark"
"147980";"Auto";"Ford";"Fiesta";"1,6 Diesel 70kW NAVI ";"WF0JXXGAJJBD83975";"F-R 8810";"";"70";"Diesel";"Langzeitmiete";"42 l";"";"Flinkster (Endkd.)";"DB Fuhrpark"
"148008";"Auto";"Ford";"Mondeo";"2,0 Diesel 85kW NAVI";"WF0GXXGBBGBC48376";"F-R 8077";"";"85";"Diesel";"Langzeitmiete";"55 l";"";"Flinkster (Endkd.)";"DB Fuhrpark"
"148227";"Auto";"Fiat";"500";"1,2 Benzin 51kW";"ZFA31200000618626";"F-R 8239";"";"51";"Super (Benzin)";"Langzeitmiete";"35 l";"";"Flinkster (Endkd.)";"DB Fuhrpark"
"148221";"Auto";"Mitsubishi";"i-Miev";"ELEKTRO 35kW Automatik 4-Sitzer ";"JMBLDHA3WBU000341";"F-R 8009";"";"35";"Strom";"Langzeitmiete";"";"";"Flinkster (Endkd.)";"DB Fuhrpark"
"148657";"Auto";"Ford";"Ka";"1,2 Super 51kW";"WF0UXXLTRUBS04281";"F-R 9073";"";"51";"Super E10";"Langzeitmiete";"35 l";"";"Flinkster (Endkd.)";"DB Fuhrpark"
"148618";"Auto";"Ford";"Ka";"1,2 Super 51kW";"WF0UXXLTRUBS04282";"F-R 9075";"";"51";"Super E10";"Langzeitmiete";"35 l";"";"Flinkster (Endkd.)";"DB Fuhrpark"
"148232";"Auto";"Fiat";"500";"1,2 Benzin 51kW";"ZFA31200000618723";"F-R 8271";"";"51";"Super (Benzin)";"Langzeitmiete";"35 l";"";"Flinkster (Endkd.)";"DB Fuhrpark"
"148241";"Auto";"Fiat";"500";"1,2 Benzin 51kW";"ZFA31200000631039";"F-R 8371";"";"63";"Super (Benzin)";"Langzeitmiete";"35 l";"";"Flinkster (Endkd.)";"DB Fuhrpark"
"148237";"Auto";"Fiat";"500";"1,2 Benzin 51kW";"ZFA31200000618893";"F-R 8325";"";"51";"Super (Benzin)";"Langzeitmiete";"35 l";"";"Flinkster (Endkd.)";"DB Fuhrpark"
"148297";"Auto";"Citroën";"C-Zero";"ELEKTRO 35kW NAVI Automatik 4-Sitzer";"VF71NZKZZBU900712";"F-DB 8989";"";"35";"Strom";"Langzeitmiete";"";"";"Flinkster (Endkd.)";"DB Fuhrpark"
"147385";"Auto";"Opel";"Astra";"1,7 Diesel 81kW NAVI";"W0L0AHL35B2058678";"F-R 8815";"";"81";"Diesel";"Langzeitmiete";"52 l";"";"Flinkster (Endkd.)";"DB Fuhrpark"
"148248";"Auto";"Fiat";"500";"1,2 Benzin 51kW";"ZFA31200000623445";"F-R 8505";"";"51";"Super (Benzin)";"Langzeitmiete";"35 l";"";"Flinkster (Endkd.)";"DB Fuhrpark"
"148249";"Auto";"Fiat";"500";"1,2 Benzin 51kW";"ZFA31200000624782";"F-R 8509";"";"51";"Super (Benzin)";"Langzeitmiete";"35 l";"";"Flinkster (Endkd.)";"DB Fuhrpark"
"148067";"Auto";"Ford";"Fiesta";"1,6 Diesel 70kW NAVI";"WF0JXXGAJJBD85723";"F-R 8135";"";"70";"Diesel";"Langzeitmiete";"45 l";"";"Flinkster (Endkd.)";"DB Fuhrpark"
"148230";"Auto";"Fiat";"500";"1,2 Benzin 51kW";"ZFA31200000618065";"F-R 8253";"";"51";"Super (Benzin)";"Langzeitmiete";"35 l";"";"Flinkster (Endkd.)";"DB Fuhrpark"
"147982";"Auto";"Ford";"Fiesta";"1,6 Diesel 70kW NAVI ";"WF0JXXGAJJBD83977";"F-R 8666";"";"70";"Diesel";"Langzeitmiete";"45 l";"";"Flinkster (Endkd.)";"DB Fuhrpark"
"148305";"Auto";"Citroën";"C-Zero";"ELEKTRO 35kW NAVI Automatik 4-Sitzer";"VF71NZKZZBU901194";"F-DB 588 E";"116040";"35";"Strom";"Langzeitmiete";"";"Invers BCSA 2006 GPRS";"Flinkster (Endkd.)";"DB Fuhrpark"
"147849";"Auto";"Ford";"Focus";"1,6 Diesel 80kW NAVI";"WF0SXXGCDSAA79093";"F-R 8975";"";"80";"Diesel";"Langzeitmiete";"52 l";"";"Flinkster (Endkd.)";"DB Fuhrpark"
"148270";"Auto";"Ford";"Fiesta";"1,6 Diesel 70kW NAVI";"WF0JXXGAJJBE29614";"F-R 8837";"";"70";"Diesel";"Langzeitmiete";"45 l";"";"Flinkster (Endkd.)";"DB Fuhrpark"
"148244";"Auto";"Fiat";"500";"1,2 Benzin 51kW";"ZFA31200000630305";"F-R 8457";"";"63";"Super (Benzin)";"Langzeitmiete";"35 l";"";"Flinkster (Endkd.)";"DB Fuhrpark"
"148238";"Auto";"Fiat";"500";"1,2 Benzin 51kW";"ZFA31200000628740";"F-R 8335";"";"63";"Super (Benzin)";"Langzeitmiete";"35 l";"";"Flinkster (Endkd.)";"DB Fuhrpark"
"147984";"Auto";"Ford";"Fiesta";"1,6 Diesel 70kW NAVI ";"WF0JXXGAJJBD83979";"F-R 8986";"";"70";"Diesel";"Langzeitmiete";"45 l";"";"Flinkster (Endkd.)";"DB Fuhrpark"
"148666";"Auto";"Ford";"Ka";"1,2 Super 51kW";"WF0UXXLTRUBS04291";"F-R 9086";"";"51";"Super E10";"Langzeitmiete";"35 l";"";"Flinkster (Endkd.)";"DB Fuhrpark"
"148283";"Auto";"Ford";"Fiesta";"1,6 Diesel 70kW NAVI";"WF0JXXGAJJBE29621";"F-R 8784";"";"70";"Diesel";"Langzeitmiete";"45 l";"";"Flinkster (Endkd.)";"DB Fuhrpark"
"147251";"Auto";"Opel";"Astra";"1,7 Diesel 81kW NAVI";"W0L0AHL35B2058955";"F-R 8741";"";"81";"Diesel";"Langzeitmiete";"55 l";"";"Flinkster (Endkd.)";"DB Fuhrpark"
"148299";"Auto";"Citroën";"C-Zero";"ELEKTRO 35kW Automatik 4-Sitzer";"VF71NZKZZBU900513";"F-DB 8983";"";"35";"Strom";"Langzeitmiete";"";"";"Flinkster (Endkd.)";"DB Fuhrpark"
"147999";"Auto";"Ford";"Fiesta";"1,6 Diesel 70kW NAVI ";"WF0JXXGAJJBD83988";"F-R 8988";"";"70";"Diesel";"Langzeitmiete";"45 l";"";"Flinkster (Endkd.)";"DB Fuhrpark"
"148675";"Auto";"Ford";"Ka";"1,2 Super 51kW";"WF0UXXLTRUBY03722";"F-R 7033";"";"51";"Super E10";"Langzeitmiete";"35 l";"";"Flinkster (Endkd.)";"DB Fuhrpark"
"148694";"Auto";"Ford";"Ka";"1,2 Super 51kW";"WF0UXXLTRUBY03694";"F-R 9113";"";"51";"Super E10";"Langzeitmiete";"35 l";"";"Flinkster (Endkd.)";"DB Fuhrpark"
"147943";"Auto";"Ford";"Mondeo";"2,0 Diesel 85KW NAVI";"WF0GXXGBBGBC48364";"F-R 8131";"";"85";"Diesel";"Langzeitmiete";"55 l";"";"Flinkster (Endkd.)";"DB Fuhrpark"
"148284";"Auto";"Ford";"Fiesta";"1,6 Diesel 70kW NAVI ";"WF0JXXGAJJBE29622";"F-R 8055";"";"70";"Diesel";"Langzeitmiete";"45 l";"";"Flinkster (Endkd.)";"DB Fuhrpark"
"148191";"Auto";"Fiat";"500";"0,9 Super 63kW NAVI";"ZFA31200000574465";"F-R 8520";"";"63";"Super (Benzin)";"Langzeitmiete";"35 l";"";"Flinkster (Endkd.)";"DB Fuhrpark"
"148272";"Auto";"Ford";"Fiesta";"1,6 Diesel 70kW NAVI";"WF0JXXGAJJBE29615";"F-R 8792";"";"70";"Diesel";"Langzeitmiete";"45 l";"";"Flinkster (Endkd.)";"DB Fuhrpark"
"148302";"Auto";"Citroën";"C-Zero";"ELEKTRO 35kW NAVI Automatik 4-Sitzer";"VF71NZKZZBU900433";"F-DB 585";"116038";"35";"Strom";"Langzeitmiete";"";"Invers BCSA 2006 GPRS";"Flinkster (Endkd.)";"DB Fuhrpark"
"148781";"Auto";"Opel";"Astra";"1,7 Diesel 81kW NAVI";"W0LPC8EG9B8127620";"F-R 7055";"";"81";"Diesel";"Langzeitmiete";"55 l";"";"Flinkster (Endkd.)";"DB Fuhrpark"
"147962";"Auto";"Ford";"Fiesta";"1,6 Diesel 70kW NAVI";"WF0JXXGAJJBD83967";"F-R 8082";"";"70";"Diesel";"Langzeitmiete";"45 l";"";"Flinkster (Endkd.)";"DB Fuhrpark"
"148689";"Auto";"Ford";"Ka";"1,2 Benzin 51kW";"WF0UXXLTRUBY03707";"F-R 7034";"";"51";"Super E10";"Langzeitmiete";"35 l";"";"Flinkster (Endkd.)";"DB Fuhrpark"
"148239";"Auto";"Fiat";"500";"1,2 Benzin 51kW";"ZFA31200000631312";"F-R 8351";"";"63";"Super (Benzin)";"Langzeitmiete";"35 l";"";"Flinkster (Endkd.)";"DB Fuhrpark"
"148508";"Auto";"MCC";"E-Smart";"E-Smart 30 kW ";"WME4513911K415982";"B-SB 4441";"";"30";"Strom";"Langzeitmiete";"";"";"Flinkster (Endkd.)";"DB Fuhrpark"
"148787";"Auto";"Opel";"Astra";"1,7 Diesel 81kW NAVI";"W0LPC8EG0B8129370";"F-R 7061";"";"81";"Diesel";"Langzeitmiete";"55 l";"";"Flinkster (Endkd.)";"DB Fuhrpark"
"147963";"Auto";"Ford";"Fiesta";"1,6 Diesel 70kW NAVI";"WF0JXXGAJJBD83968";"F-R 8083";"";"70";"Diesel";"Langzeitmiete";"42 l";"";"Flinkster (Endkd.)";"DB Fuhrpark"
"148286";"Auto";"Ford";"Fiesta";"1,6 Diesel 70kW NAVI";"WF0JXXGAJJBE29624";"F-R 8870";"";"70";"Diesel";"Langzeitmiete";"45 l";"";"Flinkster (Endkd.)";"DB Fuhrpark"
"148695";"Auto";"Ford";"Ka";"1,2 Super 51kW";"WF0UXXLTRUBY03695";"F-R 9117";"";"51";"Super E10";"Langzeitmiete";"35 l";"";"Flinkster (Endkd.)";"DB Fuhrpark"
"148702";"Auto";"Ford";"Ka";"1,2 Super 51kW";"WF0UXXLTRUBY03703";"F-R 9150";"";"51";"Super E10";"Langzeitmiete";"35 l";"";"Flinkster (Endkd.)";"DB Fuhrpark"
"148240";"Auto";"Fiat";"500";"1,2 Benzin 51kW";"ZFA31200000630500";"F-R 8370";"";"63";"Super (Benzin)";"Langzeitmiete";"35 l";"";"Flinkster (Endkd.)";"DB Fuhrpark"
"148229";"Auto";"Fiat";"500";"1,2 Benzin 51kW";"ZFA31200000618758";"F-R 8251";"";"51";"Super (Benzin)";"Langzeitmiete";"35 l";"";"Flinkster (Endkd.)";"DB Fuhrpark"
"148635";"Auto";"Ford";"Ka";"1,2 Super 51kW NAVI";"WF0UXXLTRUBY03686";"F-R 7073";"";"51";"Super E10";"Langzeitmiete";"35 l";"";"Flinkster (Endkd.)";"DB Fuhrpark"
"149034";"Auto";"Ford";"Ka";"1,2 Super 51kW NAVI";"WF0UXXLTRUBJ13309";"F-R 7139";"";"51";"Super E10";"Langzeitmiete";"35 l";"";"Flinkster (Endkd.)";"DB Fuhrpark"
"148363";"Auto";"Citroën";"C-Zero";"ELEKTRO 35kW Automatik 4-Sitzer";"VF71NZKZZBU900563";"F-DB 126";"97019";"35";"Strom";"Langzeitmiete";"";"Invers BCSA 2006 GPRS";"Flinkster (Endkd.)";"DB Fuhrpark"
"148073";"Auto";"Ford";"Mondeo";"2,0 Diesel 85kW NAVI";"WF0GXXGBBGBC48375";"F-R 8560";"";"85";"Diesel";"Langzeitmiete";"55 l";"";"Flinkster (Endkd.)";"DB Fuhrpark"
"148242";"Auto";"Fiat";"500";"1,2 Benzin 51kW";"ZFA31200000631081";"F-R 8378";"";"63";"Super (Benzin)";"Langzeitmiete";"35 l";"";"Flinkster (Endkd.)";"DB Fuhrpark"
"148276";"Auto";"Ford";"Fiesta";"1,6 Diesel 70kW NAVI";"WF0JXXGAJJBE29618";"F-R 8858";"";"70";"Diesel";"Langzeitmiete";"45 l";"";"Flinkster (Endkd.)";"DB Fuhrpark"
"148654";"Auto";"Ford";"Ka";"1,2 Super 51kW";"WF0UXXLTRUBS04278";"F-R 9069";"";"51";"Super E10";"Langzeitmiete";"35 l";"";"Flinkster (Endkd.)";"DB Fuhrpark"
"149035";"Auto";"Ford";"Ka";"1,2 Super 51kW";"WF0UXXLTRUBJ13329";"F-R 7140";"";"51";"Super E10";"Langzeitmiete";"35 l";"";"Flinkster (Endkd.)";"DB Fuhrpark"
"148361";"Auto";"Citroën";"C-Zero";"NAVI Automatik 4-Sitzer";"VF71NZKZZBU901115";"F-DB 208";"97758";"35";"Strom";"Langzeitmiete";"";"Invers BCSA 2006 GPRS";"Flinkster (Endkd.)";"DB Fuhrpark"
"148802";"Auto";"Opel";"Astra";"1,7 Diesel 81kW NAVI";"W0LPC8EG9B8128430";"F-R 7103";"";"81";"Diesel";"Langzeitmiete";"55 l";"";"Flinkster (Endkd.)";"DB Fuhrpark"
"148366";"Auto";"Ford";"Fiesta";"1,6 Diesel 70kW NAVI ";"WF0JXXGAJJBE29627";"F-R 8905";"";"70";"Diesel";"Langzeitmiete";"45 l";"";"Flinkster (Endkd.)";"DB Fuhrpark"
"148243";"Auto";"Fiat";"500";"1,2 Benzin 51kW";"ZFA31200000630420";"F-R 8386";"";"63";"Super (Benzin)";"Langzeitmiete";"35 l";"";"Flinkster (Endkd.)";"DB Fuhrpark"
"148246";"Auto";"Fiat";"500";"1,2 Benzin 51kW";"ZFA31200000624722";"F-R 8484";"";"51";"Super (Benzin)";"Langzeitmiete";"35 l";"";"Flinkster (Endkd.)";"DB Fuhrpark"
"148250";"Auto";"Fiat";"500";"1,2 Benzin 51kW";"ZFA31200000627255";"F-R 8514";"";"51";"Super (Benzin)";"Langzeitmiete";"35 l";"";"Flinkster (Endkd.)";"DB Fuhrpark"
"149271";"Auto";"Ford";"Ka";"1,2 Super 51kW ";"WF0UXXLTRUBU20261";"F-R 7253";"";"51";"Super (Benzin)";"Langzeitmiete";"35 l";"";"Flinkster (Endkd.)";"DB Fuhrpark"
"148442";"Auto";"Ford";"Ka";"1,2 Super 51kW";"WF0UXXLTRUBL89535";"F-R 9027";"";"51";"Super E10";"Langzeitmiete";"35 l";"";"Flinkster (Endkd.)";"DB Fuhrpark"
"148929";"Auto";"Peugeot";"Boxer";"2.2 Diesel 88kW ";"VF3YCBMFB12050591";"F-R 3286";"";"88";"Diesel";"Langzeitmiete";"90 l";"";"Flinkster (Endkd.)";"DB Fuhrpark"
